ep_returns,ep_lens
0.30241120301253027,1.0857272110382266
0.30562231748044466,1.0986495765621425
0.3110410495681341,1.118620368212538
0.3192407865757361,1.1396011396011396
0.3301999440077693,1.175030599755202
0.33883411725175966,1.2148823082763858
0.3451217186530596,1.2320328542094456
0.3559463173252892,1.2972972972972974
0.37048918866917596,1.3456686291000841
0.3827228847346304,1.395754579819715
0.41371810998421477,1.5009380863039399
0.4381858925140015,1.593625498007968
0.4499848746573353,1.6794961511546536
0.4718160826245078,1.7660044150110374
0.5103563945753775,1.8706157443491815
0.53183145424068,1.972062448644207
0.550686019318018,2.037351443123939
0.565218143620444,2.1238938053097347
0.6015537555155486,2.2211938917167977
0.6110390186058369,2.2878932316491896
0.6383775138962156,2.3610427939006393
0.6573538307458573,2.457757296466974
0.6623609863758008,2.4806201550387597
0.7020318709622225,2.572347266881029
0.7076190209882448,2.6592797783933517
0.7246404590963877,2.705749718151071
0.7548059580650822,2.8086600351082502
0.7614560935146802,2.8368794326241136
0.7981717182895663,2.90732889158086
0.7977272527150638,3.0131826741996233
0.8061424783451007,3.0670926517571884
0.832509430541226,3.183023872679045
0.8799670847284946,3.2653061224489797
0.9129211950800967,3.421240199572345
0.9408605502017877,3.4909090909090907
0.9598790588221271,3.600900225056264
0.9915485985560442,3.741231488698363
0.9902939990302816,3.852327447833066
1.0592960291941593,3.9603960396039604
1.0783713069911052,4.085106382978723
1.1299832192011374,4.195804195804196
1.1677544941758022,4.387568555758683
1.17753597205989,4.567078972407232
1.290880730465707,4.8
1.312424230121954,4.994797086368366
1.339565875953875,5.161290322580645
1.3977192186098573,5.381165919282512
1.5085880057397398,5.640423031727379
1.5585217644027933,5.9405940594059405
1.6886815298306237,6.442953020134228
1.6943471828177623,6.575342465753424
1.7603701498123836,6.694560669456067
1.692777574168573,6.837606837606837
1.7229704416678726,6.966618287373004
1.7585824761326225,7.18562874251497
1.8151748616126118,7.18562874251497
1.8934345668300954,7.30593607305936
1.8345910558928575,7.3506891271056665
1.8084617694078327,7.418856259659969
1.935335635276901,7.5
1.9411043700425579,7.570977917981073
1.8748866018296473,7.631160572337043
1.8875140679451214,7.570977917981073
1.9459551742362582,7.655502392344498
1.9626222190851075,7.729468599033816
1.9482810612056962,7.619047619047619
1.9406309572943332,7.606973058637084
1.8786302810376896,7.667731629392971
1.9658643288333377,7.729468599033816
1.9951721459698757,7.6923076923076925
1.8884891905736574,7.667731629392971
1.9678857765348143,7.643312101910828
1.8803245668809985,7.667731629392971
1.9259804178082909,7.68
2.046331129196522,7.766990291262136
1.9562735868964045,7.754442649434572
1.9599647300436627,7.741935483870968
1.9513339779248224,7.717041800643087
1.9547425284149726,7.729468599033816
1.932650087796249,7.6923076923076925
1.948217310367914,7.754442649434572
1.9527767099364008,7.741935483870968
1.984066091368982,7.741935483870968
1.9987895431960097,7.6923076923076925
1.9884753477621635,7.741935483870968
1.9846553178194866,7.729468599033816
1.9292017649260116,7.766990291262136
1.9530108430150683,7.741935483870968
2.0140691494468,7.779578606158833
1.9878564533155139,7.754442649434572
1.982814979006421,7.779578606158833
2.041210764914306,7.779578606158833
1.9871900056731593,7.830342577487765
2.061226081289652,7.804878048780488
2.00858364564385,7.817589576547231
1.9448061427752092,7.804878048780488
1.9959152316623576,7.830342577487765
1.9989140314332419,7.766990291262136
1.9506815622180071,7.804878048780488
1.9252196731943436,7.754442649434572
2.0218895217015946,7.804878048780488
2.0006197696624866,7.766990291262136
1.9345869490492595,7.717041800643087
1.953796728358801,7.792207792207792
1.9638992799804393,7.817589576547231
2.031979388809407,7.830342577487765
1.9182725969879946,7.754442649434572
1.9600346107554631,7.792207792207792
2.003162821881648,7.741935483870968
2.00988950246407,7.792207792207792
2.059130620924272,7.804878048780488
1.9560619773725587,7.817589576547231
1.9741669197795964,7.766990291262136
1.9830333800629467,7.817589576547231
1.9668043078553312,7.779578606158833
1.9095658152404347,7.792207792207792
1.8920298907152384,7.717041800643087
2.0052978055420474,7.779578606158833
1.9356995953657508,7.8431372549019605
1.9946950558312386,7.741935483870968
1.9967786951963558,7.766990291262136
2.0146273326437125,7.792207792207792
1.9686375320539824,7.766990291262136
1.9483954013158362,7.766990291262136
1.951825374927721,7.792207792207792
1.9674932708474606,7.792207792207792
1.983056771059774,7.817589576547231
2.0619124065028283,7.804878048780488
1.9459957330373212,7.792207792207792
2.0298148748554707,7.779578606158833
1.9689602544549656,7.817589576547231
1.9542213534620976,7.817589576547231
2.0067942392562945,7.804878048780488
2.1273401773329828,7.804878048780488
2.0302603388066816,7.804878048780488
1.9736164215737917,7.804878048780488
1.95036294525455,7.766990291262136
2.0784166456821427,7.804878048780488
2.021951449477345,7.766990291262136
2.020661201272056,7.792207792207792
2.0328227521635944,7.817589576547231
1.9864448077045547,7.779578606158833
1.9838635626471441,7.804878048780488
1.981143746545628,7.817589576547231
2.0063363802846506,7.817589576547231
2.0504081100702103,7.817589576547231
2.005627084552839,7.804878048780488
2.075141082082666,7.817589576547231
